target,predicted
bibi'li ʔa'ko naŋ 'kameɾa 'paɾa sa ʔa'nak 'koŋ ba'baʔe,bibili ako ŋ kameɾa paɾa sa anak koŋ babae
ʔi'on ʔaj kababalaɡ'haŋ 'numeɾo,ʔijon aj kababalaɡhaŋ numeɾo
ʔa'lam 'koŋ naɡsinuŋa'liŋ si 'tom,ʔalam koŋ naɡsinuŋaliŋ si tom
pinaŋa'lanan ni'laŋ 'tom ʔat 'd͡ʒeɾi ʔaŋ kani'laŋ ma'ŋa 'pusaʔ,pinaŋalanan nilaŋ tom at d͡ʒeɾɾj aŋ kanilaŋ mɡa pusa
maɡa'liŋ si'aŋ maɡ'tenis,maɡaliŋ sijaŋ maɡtenis
maj 'saɡiŋ 'tajo,maj saɡiŋ tajo
'sino,sino?
pa'ʔano ʔaŋ paɡbaj'baj mo naŋ 'pɾiti,"paano aŋ paɡbajbaj mo ŋ ""pɾettj""?"
hin'diʔ ni'la ʔa'ko paniniwa'laʔan 'kahit manum'paʔ ʔa'ko na toto'ʔo ʔi'to,hindi nila ako paniniwalaan kahit manumpa ako na totoo ito
maɡba'bajad si 'tom sa ɡina'waʔ ni'a,maɡbabajad si tom sa ɡinawa nija
ʔaŋ da'ʔan na ʔi'to ʔaj maɡdada'la sa ʔi'o pa'tuŋo sa 'sentɾo naŋ 'bajan,ʔaŋ daan na ito aj maɡdadala sa ijo patuŋo sa sentɾo ŋ bajan
ɡa'win mo na ʔaŋ tak'daŋʔaɾa'lin mo,ɡawin mo na aŋ takdaŋ-aɾalin mo
hin'diʔ ko hinihi'ŋiʔ ʔaŋ kani'laŋ ma'ŋa ʔopin'jon,hindi ko hinihiŋi aŋ kanilaŋ mɡa opiɲon
ʔa'noŋ maŋja'jaɾi,ʔanoŋ maŋjajaɾi?
'paɾaŋ ˌkakaʔi'ba kuŋ tutu'ʔusin,paɾaŋ kakaibaˌ kuŋ tutuusin
ʔaŋ pe'likulaŋ ʔi'an ʔaj 'paɾa sa ma'ŋa 'bataʔ,ʔaŋ pelikulaŋ ijan aj paɾa sa mɡa bata
ʔitinu'tuɾo ʔaŋ t͡ʃaj'nis 'bilaŋ ʔika'lawaŋ pamban'saŋ 'wikaʔ sa siŋɡa'poɾ,ʔitinutuɾo aŋ t͡ʃinese bilaŋ ikalawaŋ pambansaŋ wika sa siŋapoɾe
pa'ʔano sina'sabi ʔaŋ man'sanas sa 'wikaʔ mo,"paano sinasabi aŋ ""mansanas"" sa wika mo?"
tao'ista ka ba,taoista ka ba?
hin'diʔ ko sina'sabiŋ maɡʔi'sa 'kaŋ maɡpun'ta,hindi ko sinasabiŋ maɡ-isa kaŋ maɡpunta
hin'diʔ ko masa'sabiŋ na'ɡulat ʔa'ko,hindi ko masasabiŋ naɡulat ako
tumi'ɡil ʔaŋ 'bas 'ʔupaŋ maɡpasa'kaj naŋ pasa'heɾo,tumiɡil aŋ bus upaŋ maɡpasakaj ŋ pasaheɾo
pinahin'taj ʔa'ko,pinahintaj ako
mali'ɡajaŋ paɡda'tiŋ sa tato'eba,maliɡajaŋ paɡdatiŋ sa tatoeba
'ʔajaw na ni'jaŋ paɡʔu'sapan pa tuŋ'kol do'ʔon,ʔajaw na nijaŋ paɡ-usapan pa tuŋkol doon
kaʔun'tiʔ na ʔaŋ 'ʔoɾas 'natin,kaunti na aŋ oɾas natin
maj ma'ta si'a 'paɾa sa kaɡan'dahan,maj mata sija paɾa sa kaɡandahan
tinata'ɡoʔ ni'a ʔaŋ kasama'ʔan ni'a sa li'kod naŋ ma'ŋa ŋi'tiʔ,tinataɡo nija aŋ kasamaan nija sa likod ŋ mɡa ŋiti
'halos ˌhatiŋɡa'bi na 'dito,halos hatiŋɡabi na dito
maj ʔi'saŋ ʔi'tim na 'pusaʔ si 'tom,maj isaŋ itim na pusa si tom
ʔi'sa ʔi'an sa pinakaʔeksklu'siboŋ 'ʔadɾes sa luŋ'sod,ʔisa ijan sa pinakaeksklusiboŋ adɾes sa luŋsod
ʔaŋ 'sabi mo 'ɡustoŋ'ɡusto mo tala'ɡa maɾi'niɡ ʔaŋ katoto'hanan,ʔaŋ sabi moˌ ɡustoŋ-ɡusto mo talaɡa maɾiniɡ aŋ katotohanan
mala'miɡ i'toŋ diŋ'diŋ,malamiɡ itoŋ diŋdiŋ
maɡda'la ka'jo naŋ paɡ'kaʔin,maɡdala kajo ŋ paɡkain
dala'waŋ ta'ʔon na ʔaŋ nakaɾa'ʔan sa'pul naŋ ʔi'wanan ni'a ʔa'ko,dalawaŋ taon na aŋ nakaɾaan sapul naŋ iwanan nija ako
pakiʔa'bot 'ŋa naŋ ʔa'sin,pakiabot ŋa ŋ asin?
hin'diʔ ni'a kaʔi'laŋaŋ maɡtɾa'baho,hindi nija kailaŋaŋ maɡtɾabaho
ʔi'sa dala'wa tat'lo 'ʔapat li'ma 'ʔanim pi'to wa'lo si'am sam'puʔ,ʔisaˌ dalawaˌ tatloˌ apatˌ limaˌ animˌ pitoˌ waloˌ sijamˌ sampu
naɡpla'plano ʔaŋ 'taʔo 'peɾo ʔaŋ ma'ŋa di'os ʔaŋ naɡdidisi'sjon,naɡplaplano aŋ taoˌ peɾo aŋ mɡa dijos aŋ naɡdidisiʃon
sa ma'lajo 'paɾaŋ 'lumaŋ kas'tiljo ʔaŋ mala'kiŋ ba'to,sa malajoˌ paɾaŋ lumaŋ kastiljo aŋ malakiŋ bato
ʔu'maɾteŋ masa'ja si to'mas 'peɾo sa kala'liman ni'a maluŋ'kot si'a,ʔumaɾteŋ masaja si tomasˌ peɾo sa kalaliman nijaˌ maluŋkot sija
ʔi'laŋ kɾomo'soma 'meɾon ʔaŋ ta'ʔo,ʔilaŋ kɾomosoma meɾon aŋ tao?
'kahit ʔa'noŋ la'ɾoʔ ʔaŋ nilala'ɾoʔ ni'a pa'laɡiʔ si'aŋ nana'nalo,kahit anoŋ laɾo aŋ nilalaɾo nijaˌ palaɡi sijaŋ nananalo
humi'ɡaʔ si'a naŋ ɡa'nap na paha'baʔ sa da'mo,humiɡa sija naŋ ɡanap na pahaba sa damo
'nasa ku'sina si 'tom,nasa kusina si tom
tiniŋ'nan 'namin ʔaŋ 'laŋit 'ŋunit wa'laŋ ma'ŋa bitu'ʔin,tiniɡnan namin aŋ laŋit ŋunit walaŋ mɡa bituin
ba'ɡalan mo ʔaŋ ʔi'oŋ paɡ'lakad,baɡalan mo aŋ ijoŋ paɡlakad
naɡsasali'taʔ ba ka'jo naŋ ʔital'jano,naɡsasalita ba kajo ŋ italjano?
hin'diʔ na ni'a minantikilja'han ʔaŋ ʔi'babaw naŋ su'noɡ na ti'napaj,hindi na nija minantikiljahan aŋ ibabaw ŋ sunoɡ na tinapaj
na'ɡulat si'la sa ba'litaʔ,naɡulat sila sa balita
tiŋ'nan mo ʔaŋ la'ki naŋ 'baɡaj na 'jan,tiŋnan mo aŋ laki ŋ baɡaj na 'jan!
kina'ʔusap ni 'tom ʔaŋ ma'ŋa ˌkapit'bahaj ni 'meɾi ʔat sa kani'laj naɡta'noŋ kuŋ ʔa'lam ni'la kuŋ sa'ʔan si'a pumun'ta,kinausap ni tom aŋ mɡa kapitbahaj ni maɾj at sa kanila'j naɡtanoŋ kuŋ alam nila kuŋ saan sija pumunta
talu'nin 'natin ʔaŋ ha'pon,talunin natin aŋ hapon!
wa'laŋ mawawa'laʔ sa 'ʔakin,walaŋ mawawala sa akin
maʔu'poʔ ka,maupo ka
ma'tuto ka mu'la sa paɡkakama'liʔ naŋ ʔi'ba,matuto ka mula sa paɡkakamali ŋ iba
ʔaŋ 'bahoʔ mo mas'jado,ʔaŋ baho mo maʃado
ʔa'noŋ 'ʔoɾas ka bu'maŋon,ʔanoŋ oɾas ka bumaŋon?
kuŋ maj 'peɾa ka di'an 'kahit maɡ'kano pahiɾa'min mo ko paki'ʔusap,kuŋ maj peɾa ka dijanˌ kahit maɡkanoˌ pahiɾamin mo ko pakiusap
diʔ ko 'jun mahuhula'ʔan,di ko jun mahuhulaan
ɡus'to mo naŋ 'pɾutas,ɡusto mo ŋ pɾutas
'naʔis 'natiŋ la'hat ʔaŋ kapaja'paʔan,nais natiŋ lahat aŋ kapajapaan
binaba'baʔ ni to'mas ʔaŋ tu'noɡ naŋ 'ɾadjo,binababa ni tomas aŋ tunoɡ ŋ ɾadjo
maɡ'ʔaɾal 'kaŋ ma'buti,maɡ-aɾal kaŋ mabuti
ʔumi'ak 'juŋ 'bataʔ naŋ ʔi'laŋ 'ʔoɾas,ʔumijak juŋ bata naŋ ilaŋ oɾas
hin'diʔ ʔa'ko sumi'ɡaw,hindi ako sumiɡaw
'naʔis 'koŋ 'ʔiwan sa kan'ja ʔaŋ ma'hiɾap na tɾa'bahoŋ ʔi'to,nais koŋ iwan sa kaɲa aŋ mahiɾap na tɾabahoŋ ito
kaʔi'biɡan ka ni to'mas di ba,kaibiɡan ka ni tomasˌ di ba?
'ʔajaw 'koŋ maɡ'lutoʔ naŋ ha'punan 'paɾa sa dalawam'puŋ 'taʔo,ʔajaw koŋ maɡluto ŋ hapunan paɾa sa dalawampuŋ tao
hin'diʔ ʔa'ko 'pwede ŋa'jon,hindi ako pwede ŋajon
maɡa'ʔan na taŋha'liʔan sa mak'do ka'pe sa ʔis'taɾbak paɡka'tapos ʔaj ʔi'laŋ ʔinu'min naŋ maj ˌʃabu'ʃabu ɡano'ʔon ʔaŋ naŋ'jaɾi,maɡaan na taŋhalian sa makdoˌ kape sa istaɾbakˌ paɡkatapos aj ilaŋ inumin naŋ maj shabu-shabu ɡanoon aŋ naŋjaɾi
ʔuʔu'poʔ ka 'lamaŋ 'dito,ʔuupo ka lamaŋ dito
ba'saʔ ʔaŋ ma'ŋa 'ʔaso,basa aŋ mɡa aso
kaʔi'laŋan moŋ pumun'ta naŋ maɡʔi'sa,kailaŋan moŋ pumunta naŋ maɡ-isa
ʔa'ko ʔaj bumi'bilaŋ haŋ'ɡaŋ sam'puʔ,ʔako aj bumibilaŋ haŋɡaŋ sampu
naki'ta ko ʔaŋ hina'hanap ko,nakita ko aŋ hinahanap ko
nami'mis ko na si'a,namimiss ko na sija
pa'ʔano ko maʔaʔala'man,paano ko maaalaman?
nataŋ'ɡap ko ʔaŋ ɾe'ɡalo 'paɾa sa 'ʔakiŋ kaʔaɾa'wan,nataŋɡap ko aŋ ɾeɡalo paɾa sa akiŋ kaaɾawan
'pwede moŋ ka'ʔinin ʔaŋ natiti'ɾaŋ 'paj,pwede moŋ kainin aŋ natitiɾaŋ paj
ɡu'misiŋ ka'jo,ɡumisiŋ kajo!
natatak'pan naŋ 'putik ʔaŋ 'ʔaso mu'la 'ʔulo haŋ'ɡaŋ pa'ʔa,natatakpan ŋ putik aŋ aso mula ulo haŋɡaŋ paa
si 'tom ʔaj kumin'dat kaj 'meɾi,si tom aj kumindat kaj maɾj
pipindu'tin mo 'lamaŋ i'toŋ bu'tones,pipindutin mo lamaŋ itoŋ butones
ʔa'noŋ 'lajon naŋ ʔistak'maɾket,ʔanoŋ lajon ŋ istakmaɾket?
ma'suŋit si'a,masuŋit sija
sa'ʔan ʔaŋ bili'han,saan aŋ bilihan?
mana'tili sa 'bahaj,manatili sa bahaj
hin'diŋhin'diʔ ko na si'a maki'kita mu'liʔ,hindiŋ-hindi ko na sija makikita muli
majɾo'ʔon pa 'baŋ ʔi'baŋ ta'kot,majɾoon pa baŋ ibaŋ takót?
naʔuʔu'haw ka'jo,nauuhaw kajo
ɡus'to ko naŋ man'sanas,ɡusto ko ŋ mansanas
ʔi'saŋ kama'lasan ʔaŋ naŋ'jaɾi sa kan'ja,ʔisaŋ kamalasan aŋ naŋjaɾi sa kaɲa
tata'waɡan ko si'a mama'jaʔ,tatawaɡan ko sija mamaja
ʔa'noŋ si'nabi ni 'tom tuŋ'kol sa 'ʔakin,ʔanoŋ sinabi ni tom tuŋkol sa akin?
'finiks ʔaŋ kabi'seɾa naŋ ʔaɾi'zona,phoeniks aŋ kabiseɾa ŋ aɾizona
ma'lapit na si'aŋ ɡuma'liŋ,malapit na sijaŋ ɡumaliŋ
'kulaŋ ʔaŋ taŋ'kad ni'a 'ʔupaŋ maʔa'bot ʔaŋ 'kisame,kulaŋ aŋ taŋkad nija upaŋ maabot aŋ kisame
ɡano'ʔoŋ kaʔi'nit ʔaŋ 't͡ʃa na di ko maʔi'nom,ɡanooŋ kainit aŋ tsa na di ko mainom
diʔ si'a 'taʔo,di sija tao
sa toto'ʔo 'laŋ kapa'tid ko si'a,sa totoo laŋˌ kapatid ko sija
ʔa'no ʔu'liʔ,ʔano uli?
ɡa'win mo na ʔi'an ʔa'ɡad,ɡawin mo na ijan aɡad
maɡaɡa'waʔ 'natin ʔaŋ ano'maŋ maɡaɡa'waʔ ni'la,maɡaɡawa natin aŋ anomaŋ maɡaɡawa nila
kababa'lik ko la'maŋ 'ɡaliŋ sa ˌpaʔaɾa'lan,kababalik ko lamaŋ ɡaliŋ sa paaɾalan
sa ʔiŋɡla'teɾa ʔaŋ 'lejboɾ 'daj ʔaj ɡinaɡa'nap tu'iŋ 'majo,sa iŋlateɾaˌ aŋ laboɾ daj aj ɡinaɡanap tuwiŋ majo
natu'tuwaʔ ʔa'ko sa lit'ɾato,natutuwa ako sa litɾato
paɡka'tapos naŋ ʔalmu'sal naɡla'kad ka'mi,paɡkatapos ŋ almusalˌ naɡlakad kami
hin'diʔ ʔa'ko makapaɡ'ʔipon 'dahil wa'laʔ ʔa'koŋ tɾa'baho,hindi ako makapaɡ-ipon dahil wala akoŋ tɾabaho
wa'laŋ nakati'ɾa sa 'bahaj na ʔi'to,walaŋ nakatiɾa sa bahaj na ito
hin'diʔ ni'a kaʔi'laŋan pu'masok sa baɡ'jo,hindi nija kailaŋan pumasok sa baɡjo
maʔa'ʔaɾiʔ ʔa'koŋ mama'taj bu'kas,maaaɾi akoŋ mamataj bukas
'ɡusto ko ʔaŋ la'hat naŋ ʔi'to,ɡusto ko aŋ lahat ŋ ito
nakati'ɾa si'a sa po'ʔok naŋ ʔesku'ela,nakatiɾa sija sa pook ŋ eskuwela
sa 'mismoŋ mi'nutoŋ ʔi'on tumuɡ'toɡ ʔaŋ kan'jaŋ 'selpon,sa mismoŋ minutoŋ ijon tumuɡtoɡ aŋ kaɲaŋ selpon
nan'dito 'ɾin si 'tom,nandito ɾin si tom
tu'mawa ʔa'ko,tumawa ako
sinulja'pan ni 'tom ʔaŋ ɾe'lo ni'a,sinuljapan ni tom aŋ ɾelo nija
ma'tapaŋ ʔaŋ 'lasa naŋ ma'ŋa 'sukaʔ,matapaŋ aŋ lasa ŋ mɡa suka
maʔa'ʔaɾiʔ ba ki'taŋ ʔistoɾ'bohin na ʔisa'ɾa ʔaŋ ma'ŋa bin'tanaʔ,maaaɾi ba kitaŋ istoɾbohin na isaɾa aŋ mɡa bintana?
bu'laɡ si 'tom no'ʔon,bulaɡ si tom noon
sun'dan ka'mi,sundan kami
maɡlu'lutoʔ ʔaŋ 'tataj ko naŋ ʔi'saŋ masa'ɾap na paɡ'kaʔin 'bukas naŋ ʔu'maɡa,maɡluluto aŋ tataj ko ŋ isaŋ masaɾap na paɡkain bukas naŋ umaɡa
ʔa'lam 'koŋ 'kjut si'a,ʔalam koŋ kjut sija
maɡpa'kuhaʔ 'tajo naŋ lit'ɾato,maɡpakuha tajo ŋ litɾato
humi'hilik si 'tom,humihilik si tom
maɡsa'ɾili mo 'baŋ ɡina'waʔ ʔaŋ 'homwoɾk mo,maɡsaɾili mo baŋ ɡinawa aŋ homewoɾk mo?
maɡa'liŋ maɡ'hapon si ɡino'ʔoŋ 'bɾawn,maɡaliŋ maɡhapon si ɡinooŋ bɾown
kaʔi'lan ʔaŋ pinakahu'liŋ 'beses na tuma'lon ka sa tu'aʔ,kailan aŋ pinakahuliŋ beses na tumalon ka sa tuwa?
'simple 'laŋ ʔaŋ kaˌlalaki'han,simple laŋ aŋ kalalakihan
kuŋ ɡano'ʔon maɡba'baɡo ʔa'ko naŋ 'ʔisip,kuŋ ɡanoonˌ maɡbabaɡo ako ŋ isip
paki'ʔusap tiŋ'nan mo naŋ ma'buti ʔaŋ 'ʔakiŋ ʔa'nak,pakiusapˌ tiŋnan mo naŋ mabuti aŋ akiŋ anak
naɾi'niɡ ko ʔaŋ ma'ŋa 'bataŋ kumakan'ta naŋ sa'bajsa'baj,naɾiniɡ ko aŋ mɡa bataŋ kumakanta naŋ sabaj-sabaj
pakakasa'lan mo ba ʔa'ko,pakakasalan mo ba ako?
ba'kaʔ maɡ'jelo sa ˌsusu'nod na liŋ'ɡo,baka maɡjelo sa susunod na liŋɡo
diʔ ʔa'ko saŋ'ʔajon sa kan'jaʔ,di ako saŋ-ajon sa kaɲa
maɡta'lop naŋ dala'wa sa ma'ŋa 'saɡiŋ,maɡtalop naŋ dalawa sa mɡa saɡiŋ
hu'aɡ nin'jo ʔa'koŋ ʔi'wanan,huwaɡ niɲo akoŋ iwanan!
'minsan hin'diʔ ʔa'ko mapala'ɡaj ka'paɡ naʔi'ʔisip ko ʔaŋ kiˌnabu'kasan,minsan hindi ako mapalaɡaj kapaɡ naiisip ko aŋ kinabukasan
ʔi'nom ta'joʔ 'ʔo kuŋ ʔa'no 'man,ʔinom tajo o kuŋ ano man
ʔa'ko ʔaj bak'laʔ,ʔako aj bakla
no'ʔoŋ 'ʔunaŋ pana'hon ma'ŋa ʔani'mista ʔaŋ 'taʔo sa ha'waʔi,nooŋ unaŋ panahonˌ mɡa animista aŋ tao sa hawaii
pa'ʔano mo nala'laman,paano mo nalalaman?
ka'ninoŋ 'notbuk ʔi'an,kaninoŋ notbuk ijan?
ʔaŋ 'ʔaɾaw ʔaj sumusu'noɡ na 'bola,ʔaŋ aɾaw aj sumusunoɡ na bola
naŋda'dajaʔ si 'tom,naŋdadaja si tom
maɾu'mi ʔaŋ 'plato,maɾumi aŋ plato
ʔaŋ paɡpapasa'lamat ʔaj pinala'laja 'tajo mu'la sa ma'ŋa nakala'lasoŋ ʔemos'jon,ʔaŋ paɡpapasalamat aj pinalalaja tajo mula sa mɡa nakalalasoŋ emoʃon
pu'lutin mo ʔaŋ 'lapis sa sa'hiɡ,pulutin mo aŋ lapis sa sahiɡ
binaŋ'ɡit ni'a ʔaŋ pa'ŋalan mo sa 'ʔakin,binaŋɡit nija aŋ paŋalan mo sa akin
mabi'lis ku'malat ʔaŋ ba'litaʔ tuŋ'kol sa naŋ'jaɾi,mabilis kumalat aŋ balita tuŋkol sa naŋjaɾi
naɡ'ʔoɾdeɾ ʔa'ko naŋ 'pitsa sa te'lepono,naɡ-oɾdeɾ ako ŋ pizza sa telepono
ma'ɾunoŋ ka 'baŋ maɡbi'laŋ haŋ'ɡaŋ sam'puʔ sa ʔin't͡ʃik,maɾunoŋ ka baŋ maɡbilaŋ haŋɡaŋ sampu sa intsik?
naɡlili'bot si'a naŋ paɡkawa'laŋ 'diwaʔ,naɡlilibot sija naŋ paɡkawalaŋ diwa
nataŋ'ɡap mo na ba ʔaŋ 'sulat,nataŋɡap mo na ba aŋ sulat?
maɡkapa'ɾeho ba si'la,maɡkapaɾeho ba sila?
sumusu'koʔ ʔa'ko,sumusuko ako
mata'ʔas na ʔaŋ 'ʔaɾaw naŋ ʔuma'lis ʔa'ko sa 'kama,mataas na aŋ aɾaw naŋ umalis ako sa kama
kaʔi'laŋan 'namin naŋ paɡ'kaʔin ma'ŋa da'mit ʔat 'bahaj 'ʔupaŋ ma'buhaj,kailaŋan namin ŋ paɡkainˌ mɡa damit at bahaj upaŋ mabuhaj
ali'nisan ko la 'so 'kwaɾtok,ʔalinisan ko la so kuaɾtok
sinu'bukan 'koŋ maɡsu'lat 'ɡamit ʔaŋ kali'waŋ ka'maj,sinubukan koŋ maɡsulat ɡamit aŋ kaliwaŋ kamaj
ʔi'kaw ʔaŋ pinakamataŋ'kad,ʔikaw aŋ pinakamataŋkad
'ɡusto 'koŋ ku'maʔin naŋ is'teyk,ɡusto koŋ kumain ŋ istejk
ŋa'jon na 'nasa ʔe'dad ka na maj kaɾapa'tan ka na sa paɡ'boto,ŋajon na nasa edad ka naˌ maj kaɾapatan ka na sa paɡboto
paɡpala'ʔin ka,paɡpalain ka
ka'mij sumasaŋ'ʔajon,kami'j sumasaŋ-ajon
'dahil sa ka'njaŋ ma'lakiŋ 'sweldo nakakabi'ahe si'a sa i'baŋ ban'saʔ ta'ʔonta'ʔon,dahil sa kaɲaŋ malakiŋ sweldoˌ nakakabijahe sija sa ibaŋ bansa taon-taon
saŋ'ʔajon ʔa'ko sa la'hat naŋ si'nabi mo,saŋ-ajon ako sa lahat ŋ sinabi mo
kuma'kaʔin ka sa si'lidʔa'ɾalan,kumakain ka sa silid-aɾalan?
'sabi naŋ ma'ɡulaŋ ko na 'dapat 'natiŋ i'ɡalaŋ ʔaŋ ma'ŋa nakatatan'daʔ,sabi ŋ maɡulaŋ ko na dapat natiŋ iɡalaŋ aŋ mɡa nakatatanda
sa paɡkakaʔa'lam ko hin'diʔ pa na'sulat ʔaŋ no'bela sa 'wikaŋ ha'pon,sa paɡkaka-alam koˌ hindi pa nasulat aŋ nobela sa wikaŋ hapon
paki'sabi sa 'ʔakin kuŋ kaʔi'lan nin'jo ɡus'toŋ maɡ'ʔoɾdeɾ,pakisabi sa akin kuŋ kailan niɲo ɡustoŋ maɡ-oɾdeɾ
hus'to na ʔi'to 'paɾa sa 'ʔakin,husto na ito paɾa sa akin
ʔi'lan naŋ pa'ŋulo naŋ pili'pinas ʔaŋ nanuŋku'lan 'baɡo si be'niɡno sime'on ʔa'kino də'təɾd,ʔilan naŋ paŋulo ŋ pilipinas aŋ nanuŋkulan baɡo si beniɡno simeon akuino iii?
kaka'kita ko 'laŋ ʔaŋ ʔak'lat na bini'li mo,kakakita ko laŋ aŋ aklat na binili mo
ʔaŋ mun'doŋ ʔi'to ʔaj ʔi'saŋ mali'ʔit na 'butil 'lamaŋ naŋ ʔalika'bok,ʔaŋ mundoŋ ito aj isaŋ maliit na butil lamaŋ ŋ alikabok
ʔi'laŋ kaɾ'ɡaŋ ˌla'bahin na'tapos mo ŋa'joŋ 'ʔaɾaw,ʔilaŋ kaɾɡaŋ labahin natapos mo ŋajoŋ aɾaw?
naɡsisinuŋa'liŋ si'a,naɡsisinuŋaliŋ sija
maj ɡolp'koɾs 'baŋ ma'lapit 'dito,maj ɡolpkoɾs baŋ malapit dito?
ka'jaʔ 'tamaʔ 'ɾin pa'la ʔa'ko,kajaˌ tama ɾin pala ako!
ta'kot na ta'kot si 'tom,takót na takót si tom
sa ha'pon la'hat naŋ 'bataj pumupun'ta sa ˌpaʔaɾa'lan,sa haponˌ lahat ŋ bata'j pumupunta sa paaɾalan
tumi'ŋin si'a sa ka'njaŋ sa'ɾili sa sala'min,tumiŋin sija sa kaɲaŋ saɾili sa salamin
kinakaba'han si'a sa ɾe'sulta naŋ kan'jaŋ ek'samen,kinakabahan sija sa ɾesulta ŋ kaɲaŋ eksamen
ma'ʔasim ʔaŋ ma'ŋa 'ʔubas na ʔi'to,maasim aŋ mɡa ubas na ito
hin'diʔ mo 'pwedeŋ ɡa'mitin ʔaŋ 'ɡɾipoŋ ʔi'to si'ɾaʔ ʔi'to,hindi mo pwedeŋ ɡamitin aŋ ɡɾipoŋ ito siɾa ito
pa'laɡiʔ ʔa'koŋ naɡkaˌkama'liʔ,palaɡi akoŋ naɡkakamali
'naʔis 'koŋ ma'ɡiŋ kaʔi'biɡan si 'nansi,nais koŋ maɡiŋ kaibiɡan si nankj
su'mubok si'a ʔat naɡa'waʔ ni'a,sumubok sijaˌ at naɡawa nija
'tuloŋ hinima'taj si'a,tuloŋˌ hinimataj sija!
naka'punta ʔa'ko di'an naŋ ma'ɾamiŋ 'beses,nakapunta ako dijan naŋ maɾamiŋ beses
wa'laʔ pa ʔa'koŋ naka'kaʔin simu'laʔ ni'toŋ ʔu'maɡa,wala pa akoŋ nakakain simula nitoŋ umaɡa
ʔaŋ da'ʔan sa kapaja'paʔan ʔaj paɡdaɾa'sal,ʔaŋ daan sa kapajapaan aj paɡdaɾasal
pinala'ki si'a naŋ ka'njaŋ ti'ahin,pinalaki sija ŋ kaɲaŋ tijahin
bi'hiɾaʔ 'laŋ ʔumu'lan 'dito,bihiɾa laŋ umulan dito
kamus'ta ka 'ʔajos na'man ʔa'ko sa'lamat,"""kamusta ka?"" ""ajos naman akoˌ salamat"""
mun'tik na ʔa'koŋ ma'lunod,muntik na akoŋ malunod
do'ʔon ʔa'ko sa li'kod ʔuʔu'poʔ,doon ako sa likod uupo
pinaɡʔu'sapan ni'a ʔaŋ sa'ɾili ni'a,pinaɡ-usapan nija aŋ saɾili nija
'kinse mi'nutos na 'laŋ ʔat ʔaʔa'lis na ʔa'ko 'dito,kinse minutos na laŋ at aalis na ako dito
maj nawa'lan naŋ ʔi'saŋ pi'takaʔ,maj nawalan ŋ isaŋ pitaka
kaʔi'laŋan 'koŋ ku'maʔin naŋ 'mas masus'tansia,kailaŋan koŋ kumain naŋ mas masustansija
dok'toɾ si'a ʔat pɾope'soɾ sa ʔunibeɾsi'dad,doktoɾ sija at pɾopesoɾ sa unibeɾsidad
'ɡusto 'koŋ maɡ'ʔalaj sa sa'ɾili ko,ɡusto koŋ maɡ-alaj sa saɾili ko
kuŋ ˌʔuʔu'lan diʔ ʔa'ko ʔaʔa'lis sa ɡa'bi,kuŋ uulanˌ di ako aalis sa ɡabi
'paɾaŋ 'ʔajaw 'koŋ maɡ'ʔaɾal naŋ ma'ŋa ʔaɡ'ham,paɾaŋ ajaw koŋ maɡ-aɾal ŋ mɡa aɡham
maɡas'paŋ ʔaŋ ma'ŋa ka'maj ni'a,maɡaspaŋ aŋ mɡa kamaj nija
maɡpapala'ki ʔa'ko naŋ ma'ɾamiŋ 'punoʔ 'ɾito,maɡpapalaki ako ŋ maɾamiŋ puno ɾito
ʔa'kalaʔ 'namin ʔi'kaj natu'tuloɡ,ʔakala namin ika'j natutuloɡ
namu'la ʔaŋ muk'haʔ ni'a,namula aŋ mukha nija
mada'las 'namin ʔi'on ɡa'win no'ʔoŋ 'bataʔ ka'mi,madalas namin ijon ɡawin nooŋ bata kami
ma'hal ʔaŋ 'buhaj sa malala'kiŋ 'bahaj,mahal aŋ buhaj sa malalakiŋ bahaj
hin'diʔ ko bi'noto si 'tom,hindi ko binoto si tom
sun'dan mo ʔa'ko ʔat ʔipaki'kita ko sa ʔi'o ʔaŋ da'ʔan,sundan mo ako at ipakikita ko sa ijo aŋ daan
na'tapos mo na ba ʔaŋ tak'daŋʔaɾa'lin mo,natapos mo na ba aŋ takdaŋ-aɾalin mo?
bili'san 'laŋ 'natin,bilisan laŋ natin
naki'kita ko ʔaŋ 'luhaʔ sa ʔi'joŋ ma'ŋa ma'ta,nakikita ko aŋ luha sa ijoŋ mɡa mata
ʔaŋ ta'ɡal na 'din 'natiŋ hin'diʔ nakakapaɡ'ʔusap ʔo kamus'ta ka na'man,ʔaŋ taɡal na din natiŋ hindi nakakapaɡusap ohˌ kamusta ka naman?
maj da'lawaŋ dol'jaɾ la'maŋ 'tajo,maj dalawaŋ doljaɾ lamaŋ tajo
naɡ'bajad si 'tom,naɡbajad si tom
ʔa'tat si'aŋ pumun'ta sa ʔospi'tal,ʔatat sijaŋ pumunta sa ospital
hu'aɡ maɡtɾa'baho naŋ 'labis,huwaɡ maɡtɾabaho naŋ labis!
'ɡusto ko ʔaŋ ma'ŋa pa'ɡoŋ,ɡusto ko aŋ mɡa paɡoŋ
pakita'waɡan mo ʔa'ko ka'paɡ ʔa'lam mo na ʔaŋ ɡus'to 'moŋ ɡa'win,pakitawaɡan mo ako kapaɡ alam mo na aŋ ɡusto moŋ ɡawin
