target,predicted
bina'lik ni 'tom ʔaŋ da'mit 'kasi masi'jado i'toŋ mali'ʔit,bina'lik ni 'tom ʔaŋ da'mit ka'si masi'ado i'toŋ mali'ʔit
taŋ'haliʔ na ka'jaʔ pata'jin mo ʔaŋ telebis'jon,taŋ'haliʔ na ka'jaʔ pata'jin mo ʔaŋ telebis'jon
'dito ta'joʔ ku'maʔin,'dito 'tajo ku'maʔin
nasa'ʔan na 'juŋ ʔi'ba 'paŋ 'fajlz,nasa'ʔan na 'juŋ ʔi'ba 'paŋ 'fajls
hu'aɡ 'natiŋ pabaja'ʔaŋ mawa'laʔ sa 'ʔatin ʔaŋ paɡkakata'ʔoŋ ʔi'to,hu'aɡ 'natiŋ paba'jaʔaŋ mawa'laʔ sa 'ʔatin ʔaŋ paɡkakata'ʔoŋ ʔi'to
ʔuma'lis si'a naŋ hin'diʔ naɡpapaʔa'lam,ʔuma'lis si'a naŋ hin'diʔ naɡpapaʔa'lam
hin'diʔ mo ki'lala ʔaŋ ma'ŋa ˌkapit'bahaj mo di'ba,hin'diʔ mo ki'lala ʔaŋ ma'ŋa ˌkapit'bahaj mo di'ba
pinaɡhaha'hanap si'a naŋ ma'ŋa pu'lis,pinaɡhaha'hanap si'a naŋ ma'ŋa pu'lis
'fɾits ʔaŋ pa'ŋalan naŋ 'tataj ko,'fɾits ʔaŋ pa'ŋalan naŋ 'tataj ko
naɡbi'lad si'la sa 'ʔaɾaw,naɡbi'lad si'la sa 'ʔaɾaw
si 'tom 'ʔaj ma'talik na kaʔi'biɡan ni 'meɾi,si 'tom ʔaj ma'talik na kaʔi'biɡan ni 'meɾi
ʔa'noŋ pa'ŋalan ni'toŋ 'pɾutas,ʔa'noŋ pa'ŋalan ni'toŋ 'pɾutas
lumi'pad ʔaŋ ʔi'saŋ bu'bujoɡ pala'bas naŋ bin'tanaʔ,lumi'pad ʔaŋ ʔi'saŋ bu'bujoɡ pala'bas naŋ bin'tanaʔ
hu'aɡ ɡuma'waʔ naŋ 'ʔiŋaj sa lo'ʔob naŋ silidʔakla'tan,hu'aɡ ɡuma'waʔ naŋ 'ʔiŋaj sa lo'ʔob naŋ siˌlidʔakla'tan
maɡaɡa'waʔ ko ʔi'an naŋ maɡʔi'sa,maɡaɡa'waʔ ko ʔi'an naŋ maɡʔi'sa
wa'laʔ ʔa'ko sa 'ʔakiŋ katinu'ʔan na ɡuma'waʔ naŋ tak'daŋ ʔaɾa'lin,wa'laʔ ʔa'ko sa 'ʔakiŋ katinu'ʔan na ɡuma'waʔ naŋ tak'daŋ ʔaɾa'lin
'bakit,'bakit
ku'muha ka ba naŋ 'peɾa sa 'ʔakin 'ʔoʔo ʔo hin'diʔ,ku'muhaʔ ka ba naŋ 'peɾa sa 'ʔakin ʔo'ʔo ʔo hin'diʔ
ʔa'ko ʔaj pu'punta do'ʔon,ʔa'ko ʔaj pu'punta do'ʔon
tala'ɡaŋ 'bisi si'a bu'ʔoŋ 'ʔaɾaw,tala'ɡaŋ 'bisi si'a bu'ʔoŋ 'ʔaɾaw
pa'taj na si'la,pa'taj na si'la
sa tin'dahaŋ ʔi'to naɡbe'benta ka'mi naŋ 'kahit ʔa'no,sa tin'dahaŋ ʔi'to naɡbe'benta ka'mi naŋ 'kahit ʔa'no
hin'diʔ ʔa'ko naɡmumuk'mok,hin'diʔ ʔa'ko naɡmumuk'mok
naɡpu'jat si'laŋ 'lejt naŋ naɡdadaldal'an,naɡpu'jat si'laŋ 'lejt naŋ naɡdadalda'lan
ʔi'lan ʔaŋ ma'ŋa 'kulaj,ʔi'lan ʔaŋ ma'ŋa 'kulaj
ma'hiliɡ maɡba'sa ʔaŋ 'lolo ko,ma'hiliɡ maɡba'sa ʔaŋ 'lolo ko
ma'ɾapat ʔaŋ imben'ʃon ni'a naŋ ʔatensi'on,ma'ɾapat ʔaŋ ʔimbensi'on ni'a naŋ ʔatensi'on
ɡa'ʔano kada'las mo si'aŋ naki'kita,ɡa'ʔano kada'las mo si'aŋ naki'kita
ʔa'lam ko ʔa'noŋ ɡina'waʔ ni 'tom,ʔa'lam ko ʔa'noŋ ɡina'waʔ ni 'tom
naɡʔiʔi'ba ʔaŋ daʔiɡ'diɡ naŋ pabi'lis naŋ pabi'lis,naɡʔi'ʔiba ʔaŋ daʔiɡ'diɡ naŋ pabi'lis naŋ pabi'lis
napakasa'ɾap,napakasa'ɾap
'ɡusto 'namin ʔaŋ ma'ŋa pik'nik,'ɡusto 'namin ʔaŋ ma'ŋa 'piknik
'meɾon 'baŋ 'saɡiŋ,'meɾon 'baŋ 'saɡiŋ
naɡbi'his ba'baʔe si'a,naɡbi'his ba'baʔe si'a
mada'liŋ mabu'hol ʔaŋ si'nulid na ʔi'to,mada'liŋ ma'buhol ʔaŋ si'nulid na ʔi'to
kuŋ saka'liŋ ʔa'ʔalis ka 'baɡo maɡ'ʔalas 'siŋko sa'bihin mo sa 'ʔakin,kuŋ sa'kaliŋ ʔaʔa'lis ka 'baɡo maɡʔa'las 'siŋko sa'bihin mo sa 'ʔakin
pu'noʔ naŋ ʔak'lat i'toŋ ka'hon,pu'noʔ naŋ ʔak'lat i'toŋ ka'hon
ma'husaj maɡla'ɾoʔ naŋ ɡi'taɾa ʔaŋ 'ʔakiŋ 'ʔate,ma'husaj maɡla'ɾoʔ naŋ ɡi'taɾa ʔaŋ 'ʔakiŋ 'ʔate
ʔa'lam na ni 'tom na sinak'tan ni'a si 'meɾi,ʔa'lam na ni 'tom na sinak'tan ni'a si 'meɾi
'naʔis 'koŋ ma'ɡiŋ noɾ'mal ʔu'lit ʔaŋ la'hat,'naʔis 'koŋ ma'ɡiŋ noɾ'mal ʔu'lit ʔaŋ la'hat
ʔaŋ kabi'seɾa naŋ 'haŋɡəɾi ʔaj 'budapest,ʔaŋ kabi'seɾa naŋ 'haŋɡeɾi ʔaj bu'dapest
ki'lala naŋ ma'ɾamiŋ 'taʔo ʔaŋ muk'haʔ ni'a,ki'lala naŋ ma'ɾamiŋ 'taʔo ʔaŋ muk'haʔ ni'a
nana'tili ʔaŋ la'hat,nana'tili ʔaŋ la'hat
ʔa'noʔa'no ʔaŋ maʔimumuŋ'kahiʔ 'paɾa ʔi'wasan ʔaŋ paɡhihi'lik,ʔa'noʔa'no ʔaŋ maʔimumuŋ'kahiʔ 'paɾa ʔi'wasan ʔaŋ paɡhihi'lik
ʔuma'ʔasa si'aŋ bumi'sita sa 'paɾis,ʔuma'ʔasa si'aŋ bumi'sita sa 'paɾis
sa'bihin mo kaj 'tom kuŋ ʔa'no ʔaŋ ʔi'joŋ naɾi'niɡ,sa'bihin mo kaj 'tom kuŋ ʔa'no ʔaŋ ʔi'joŋ naɾi'niɡ
hin'diʔ mo maʔa'ʔaɾiŋ tali'kuɾan ʔaŋ ʔi'joŋ tuŋ'kulin,hin'diʔ mo maʔa'ʔaɾiŋ tali'kuɾan ʔaŋ ʔi'joŋ tuŋ'kulin
natu'tunan ni 'ben ʔaŋ paɡɡa'waʔ naŋ ʔa'poj na hin'diʔ ɡa'mit ʔaŋ 'pospoɾo,natu'tunan ni 'ben ʔaŋ paɡɡa'waʔ naŋ ʔa'poj na hin'diʔ ɡa'mit ʔaŋ 'pospoɾo
hin'diʔ ko ʔi'on kasa'lanan,hin'diʔ ko ʔi'on kasa'lanan
'paŋit ʔaŋ ma'ŋa 'ŋipin naŋ 'bataŋ la'laki 'dahil hin'diʔ ni'a si'la sinisipilju'han,'paŋit ʔaŋ ma'ŋa 'ŋipin naŋ 'bataŋ la'laki 'dahil hin'diʔ ni'a si'la sinisipil'juhan
wa'laŋ 'duda,wa'laŋ 'duda
mada'liʔ ʔi'to,mada'liʔ ʔi'to
ɡus'to ko na ʔu'mawit ka naŋ ʔi'saŋ 'ʔawit,'ɡusto ko na ʔu'mawit ka naŋ ʔi'saŋ 'ʔawit
naɡʔa'ʔaɾal ʔa'koŋ maɡsali'taʔ naŋ fili'pino,naɡʔa'ʔaɾal ʔa'koŋ maɡsali'taʔ naŋ fili'pino
'mas mata'ʔas ka naŋ kala'hatiŋ 'ʔulo kaj'sa sa 'ʔakin,'mas mata'ʔas ka naŋ kala'hatiŋ 'ʔulo kaj'sa sa 'ʔakin
bina'basa ko ʔaŋ ʔak'lat na ʔi'to,bina'basa ko ʔaŋ ʔak'lat na ʔi'to
'bakit ka'jaʔ ɡus'to 'moŋ ɡa'win ʔaŋ ma'ŋa ɡan'jaŋ 'baɡaj,'bakit ka'jaʔ ɡus'to moŋ ɡa'win ʔaŋ ma'ŋa ɡan'jaŋ 'baɡaj
paɡ'ka maj naŋ'jaɾi paɡbinta'ŋan ʔaŋ taɡa'salin,paɡ'ka maj naŋ'jaɾi paɡbin'taŋan ʔaŋ taɡa'salin
na'saʔ 'boston ʔa'ko sa daɾa'tiŋ na liŋ'ɡo,na'saʔ 'boston ʔa'ko sa daɾa'tiŋ na liŋ'ɡo
ʔu'haw ʔa'ko,'ʔuhaw ʔa'ko
hin'diʔ si'la tumak'bo,hin'diʔ si'la tumak'bo
hi'ɡit naŋ pi'toŋ mil'jon ʔaŋ naɡsasali'taʔ naŋ pɾan'ses naŋ ke'bek,hi'ɡit naŋ pi'toŋ mil'jon ʔaŋ naɡsasali'taʔ naŋ pɾan'ses naŋ ke'bek
'ʔunaŋ 'beses 'koŋ maɡda'sal sa 'moske,'ʔunaŋ 'beses 'koŋ maɡda'sal sa 'moske
kajumaŋ'ɡi ʔaŋ ti'napaj,kajumaŋ'ɡi ʔaŋ ti'napaj
pa'puntaŋ 'paɾis ʔa'ko sa o'tonyo,papun'taŋ 'paɾis ʔa'ko sa ʔo'tonjo
ma'hiɾap ʔi'to,ma'hiɾap ʔi'to
'dapat ʔia'djast mo ʔaŋ 'klak hu'li si'a,'dapat ʔiad'jast mo ʔaŋ 'klak hu'liʔ si'a
'bawal ʔi'to sa kaɾa'mihan naŋ ma'ŋa ban'saʔ,'bawal ʔi'to sa kaɾa'mihan naŋ ma'ŋa ban'saʔ
naʔaʔa'lala ko ʔaŋ masasa'ja 'koŋ 'ʔaɾaw ka'paɡ naki'kita ko ʔi'toŋ lit'ɾato na ʔi'to,naʔaʔa'lala ko ʔaŋ masasa'ja 'koŋ 'ʔaɾaw ka'paɡ nakiki'ta ko ʔi'toŋ lit'ɾato na ʔi'to
bibi'li ʔa'ko naŋ 'kameɾa 'paɾa sa ʔa'nak 'koŋ ba'baʔe,ˌbibi'li ʔa'ko naŋ 'kameɾa 'paɾa sa ʔa'nak 'koŋ ba'baʔe
ʔi'on ʔaj kababalaɡ'haŋ 'numeɾo,ʔi'on ʔaj kababalaɡ'haŋ 'numeɾo
ʔa'lam 'koŋ naɡsinuŋa'liŋ si 'tom,ʔa'lam 'koŋ naɡsinu'ŋaliŋ si 'tom
pinaŋa'lanan ni'laŋ 'tom ʔat 'd͡ʒeɾi ʔaŋ kani'laŋ ma'ŋa 'pusaʔ,pinaŋa'lanan ni'laŋ tom ʔat 'd͡ʒeɾi ʔaŋ kani'laŋ ma'ŋa 'pusaʔ
maɡa'liŋ si'aŋ maɡ'tenis,maɡa'liŋ si'aŋ maɡ'tenis
maj 'saɡiŋ 'tajo,maj 'saɡiŋ 'tajo
'sino,'sino
pa'ʔano ʔaŋ paɡbaj'baj mo naŋ 'pɾiti,pa'ʔano ʔaŋ paɡbaj'baj mo naŋ 'pɾeti
hin'diʔ ni'la ʔa'ko paniniwa'laʔan 'kahit manum'paʔ ʔa'ko na toto'ʔo ʔi'to,hin'diʔ ni'la ʔa'ko paniniwa'laʔan 'kahit manum'paʔ ʔa'ko na toto'ʔo ʔi'to
maɡba'bajad si 'tom sa ɡina'waʔ ni'a,maɡba'bajad si 'tom sa ɡina'waʔ ni'a
ʔaŋ da'ʔan na ʔi'to ʔaj maɡdada'la sa ʔi'o pa'tuŋo sa 'sentɾo naŋ 'bajan,ʔaŋ da'ʔan na ʔi'to ʔaj maɡdada'la sa ʔi'o pa'tuŋo sa 'sentɾo naŋ 'bajan
ɡa'win mo na ʔaŋ tak'daŋʔaɾa'lin mo,ɡa'win mo na ʔaŋ takdaŋʔaɾa'lin mo
hin'diʔ ko hinihi'ŋiʔ ʔaŋ kani'laŋ ma'ŋa ʔopin'jon,hin'diʔ ko hinihi'ŋiʔ ʔaŋ kani'laŋ ma'ŋa ʔopin'jon
ʔa'noŋ maŋja'jaɾi,ʔa'noŋ maŋja'jaɾi
'paɾaŋ ˌkakaʔi'ba kuŋ tutu'ʔusin,'paɾaŋ ˌkakaʔi'ba kuŋ tutu'ʔusin
ʔaŋ pe'likulaŋ ʔi'an ʔaj 'paɾa sa ma'ŋa 'bataʔ,ʔaŋ pe'likulaŋ ʔi'an ʔaj 'paɾa sa ma'ŋa 'bataʔ
ʔitinu'tuɾo ʔaŋ t͡ʃaj'nis 'bilaŋ ʔika'lawaŋ pamban'saŋ 'wikaʔ sa siŋɡa'poɾ,ʔitinu'tuɾo ʔaŋ tʃai'niz bi'laŋ ika'lawaŋ pamban'saŋ 'wikaʔ sa siŋɡa'poɾ
pa'ʔano sina'sabi ʔaŋ man'sanas sa 'wikaʔ mo,pa'ʔano sina'sabi ʔaŋ man'sanas sa 'wikaʔ mo
tao'ista ka ba,taʔo'ista ka ba
hin'diʔ ko sina'sabiŋ maɡʔi'sa 'kaŋ maɡpun'ta,hin'diʔ ko sina'sabiŋ maɡʔi'sa 'kaŋ maɡpun'ta
hin'diʔ ko masa'sabiŋ na'ɡulat ʔa'ko,hin'diʔ ko masa'sabiŋ naɡ'ʔulat ʔa'ko
tumi'ɡil ʔaŋ 'bas 'ʔupaŋ maɡpasa'kaj naŋ pasa'heɾo,tu'miɡil ʔaŋ 'bus 'ʔupaŋ maɡpasa'kaj naŋ pasa'heɾo
pinahin'taj ʔa'ko,pinahin'taj ʔa'ko
mali'ɡajaŋ paɡda'tiŋ sa tato'eba,mali'ɡajaŋ paɡda'tiŋ sa tato'eba
'ʔajaw na ni'jaŋ paɡʔu'sapan pa tuŋ'kol do'ʔon,'ʔajaw na ni'jaŋ paɡʔu'sapan pa tuŋ'kol do'ʔon
kaʔun'tiʔ na ʔaŋ 'ʔoɾas 'natin,kaʔun'tiʔ na ʔaŋ 'ʔoɾas 'natin
maj ma'ta si'a 'paɾa sa kaɡan'dahan,maj ma'ta si'a 'paɾa sa kaɡanda'han
tinata'ɡoʔ ni'a ʔaŋ kasama'ʔan ni'a sa li'kod naŋ ma'ŋa ŋi'tiʔ,tinata'ɡoʔ ni'a ʔaŋ kasama'ʔan ni'a sa li'kod naŋ ma'ŋa ŋi'tiʔ
'halos ˌhatiŋɡa'bi na 'dito,'halos ˌhatiŋɡa'bi na 'dito
maj ʔi'saŋ ʔi'tim na 'pusaʔ si 'tom,maj ʔi'saŋ ʔi'tim na 'pusaʔ si 'tom
ʔi'sa ʔi'an sa pinakaʔeksklu'siboŋ 'ʔadɾes sa luŋ'sod,ʔi'sa ʔi'an sa pinakaʔeksklu'siboŋ ʔa'dɾes sa luŋ'sod
ʔaŋ 'sabi mo 'ɡustoŋ'ɡusto mo tala'ɡa maɾi'niɡ ʔaŋ katoto'hanan,ʔaŋ 'sabi mo ɡus'toŋɡus'to mo tala'ɡa maɾi'niɡ ʔaŋ katoto'hanan
mala'miɡ i'toŋ diŋ'diŋ,mala'miɡ ʔi'toŋ diŋ'diŋ
maɡda'la ka'jo naŋ paɡ'kaʔin,maɡda'la ka'jo naŋ paɡ'kaʔin
dala'waŋ ta'ʔon na ʔaŋ nakaɾa'ʔan sa'pul naŋ ʔi'wanan ni'a ʔa'ko,da'lawaŋ ta'ʔon na ʔaŋ nakaɾa'ʔan sa'pul naŋ ʔi'wanan ni'a ʔa'ko
pakiʔa'bot 'ŋa naŋ ʔa'sin,pakiʔa'bot 'ŋaʔ naŋ ʔa'sin
hin'diʔ ni'a kaʔi'laŋaŋ maɡtɾa'baho,hin'diʔ ni'a kaʔi'laŋaŋ maɡtɾa'baho
ʔi'sa dala'wa tat'lo 'ʔapat li'ma 'ʔanim pi'to wa'lo si'am sam'puʔ,ʔi'sa dala'wa tat'lo 'ʔapat li'ma 'ʔanim pi'to wa'lo si'am sam'puʔ
naɡpla'plano ʔaŋ 'taʔo 'peɾo ʔaŋ ma'ŋa di'os ʔaŋ naɡdidisi'sjon,naɡpla'plano ʔaŋ 'taʔo 'peɾo ʔaŋ ma'ŋa di'os ʔaŋ naɡdidisis'jon
sa ma'lajo 'paɾaŋ 'lumaŋ kas'tiljo ʔaŋ mala'kiŋ ba'to,sa ma'lajoʔ 'paɾaŋ 'lumaŋ kas'tiljo ʔaŋ mala'kiŋ ba'to
ʔu'maɾteŋ masa'ja si to'mas 'peɾo sa kala'liman ni'a maluŋ'kot si'a,ʔu'maɾteŋ masa'ja si to'mas 'peɾo sa kala'liman ni'a maluŋ'kot si'a
ʔi'laŋ kɾomo'soma 'meɾon ʔaŋ ta'ʔo,ʔi'laŋ kɾomo'soma 'meɾon ʔaŋ 'taʔo
'kahit ʔa'noŋ la'ɾoʔ ʔaŋ nilala'ɾoʔ ni'a pa'laɡiʔ si'aŋ nana'nalo,'kahit ʔa'noŋ la'ɾoʔ ʔaŋ nilala'ɾoʔ ni'a pa'laɡiʔ si'aŋ nana'nalo
humi'ɡaʔ si'a naŋ ɡa'nap na paha'baʔ sa da'mo,humi'ɡaʔ si'a naŋ ɡa'nap na pa'habaʔ sa 'damo
'nasa ku'sina si 'tom,na'saʔ ku'sina si 'tom
tiniŋ'nan 'namin ʔaŋ 'laŋit 'ŋunit wa'laŋ ma'ŋa bitu'ʔin,tiniɡ'nan 'namin ʔaŋ 'laŋit 'ŋunit wa'laŋ ma'ŋa bitu'ʔin
ba'ɡalan mo ʔaŋ ʔi'oŋ paɡ'lakad,'baɡalan mo ʔaŋ ʔi'joŋ paɡla'kad
naɡsasali'taʔ ba ka'jo naŋ ʔital'jano,naɡsasali'taʔ ba ka'jo naŋ ʔital'jano
hin'diʔ na ni'a minantikilja'han ʔaŋ ʔi'babaw naŋ su'noɡ na ti'napaj,hin'diʔ na ni'a minantikilja'han ʔaŋ ʔi'babaw naŋ su'noɡ na ti'napaj
na'ɡulat si'la sa ba'litaʔ,naɡu'lat si'la sa ba'litaʔ
tiŋ'nan mo ʔaŋ la'ki naŋ 'baɡaj na 'jan,tiŋ'nan mo ʔaŋ la'ki naŋ 'baɡaj na 'jan
kina'ʔusap ni 'tom ʔaŋ ma'ŋa ˌkapit'bahaj ni 'meɾi ʔat sa kani'laj naɡta'noŋ kuŋ ʔa'lam ni'la kuŋ sa'ʔan si'a pumun'ta,kaʔu'sap ni 'tom ʔaŋ ma'ŋa ˌkapit'bahaj ni 'meɾi ʔat sa kani'laj naɡta'noŋ kuŋ ʔa'lam ni'la kuŋ sa'ʔan si'a pumun'ta
talu'nin 'natin ʔaŋ ha'pon,ta'lunin 'natin ʔaŋ ha'pon
wa'laŋ mawawa'laʔ sa 'ʔakin,wa'laŋ mawawa'laʔ sa 'ʔakin
maʔu'poʔ ka,maʔu'poʔ ka
ma'tuto ka mu'la sa paɡkakama'liʔ naŋ ʔi'ba,ma'tuto ka mu'la sa paɡkakama'liʔ naŋ ʔi'ba
ʔaŋ 'bahoʔ mo mas'jado,ʔaŋ 'bahoʔ mo mas'jado
ʔa'noŋ 'ʔoɾas ka bu'maŋon,ʔa'noŋ 'ʔoɾas ka bu'maŋon
kuŋ maj 'peɾa ka di'an 'kahit maɡ'kano pahiɾa'min mo ko paki'ʔusap,kuŋ maj 'peɾa ka di'an 'kahit maɡ'kano pahiɾa'min mo ko paki'ʔusap
diʔ ko 'jun mahuhula'ʔan,diʔ ko 'jun mahuhu'laʔan
ɡus'to mo naŋ 'pɾutas,'ɡusto mo naŋ 'pɾutas
'naʔis 'natiŋ la'hat ʔaŋ kapaja'paʔan,'naʔis 'natiŋ la'hat ʔaŋ kapaja'paʔan
binaba'baʔ ni to'mas ʔaŋ tu'noɡ naŋ 'ɾadjo,binaba'baʔ ni to'mas ʔaŋ tu'noɡ naŋ 'ɾadjo
maɡ'ʔaɾal 'kaŋ ma'buti,maɡ'ʔaɾal 'kaŋ ma'buti
ʔumi'ak 'juŋ 'bataʔ naŋ ʔi'laŋ 'ʔoɾas,ʔumi'ak 'juŋ 'bataʔ naŋ ʔi'laŋ 'ʔoɾas
hin'diʔ ʔa'ko sumi'ɡaw,hin'diʔ ʔa'ko sumi'ɡaw
'naʔis 'koŋ 'ʔiwan sa kan'ja ʔaŋ ma'hiɾap na tɾa'bahoŋ ʔi'to,'naʔis 'koŋ 'ʔiwan sa kan'ja ʔaŋ ma'hiɾap na tɾa'bahoŋ ʔi'to
kaʔi'biɡan ka ni to'mas di ba,kaʔi'biɡan ka ni to'mas di 'baʔ
'ʔajaw 'koŋ maɡ'lutoʔ naŋ ha'punan 'paɾa sa dalawam'puŋ 'taʔo,'ʔajaw 'koŋ maɡ'lutoʔ naŋ ha'punan 'paɾa sa dalawam'puŋ 'taʔo
hin'diʔ ʔa'ko 'pwede ŋa'jon,hin'diʔ ʔa'ko 'pwede ŋa'jon
maɡa'ʔan na taŋha'liʔan sa mak'do ka'pe sa ʔis'taɾbak paɡka'tapos ʔaj ʔi'laŋ ʔinu'min naŋ maj ˌʃabu'ʃabu ɡano'ʔon ʔaŋ naŋ'jaɾi,maɡa'ʔan na taŋha'liʔan sa mak'doʔ ka'pe sa ʔis'taɾbak paɡka'tapos ʔaj ʔi'laŋ ˌʔinu'min naŋ maj ʃabu'ʃabu ɡano'ʔon ʔaŋ naŋ'jaɾi
ʔuʔu'poʔ ka 'lamaŋ 'dito,ʔuʔu'poʔ ka 'lamaŋ 'dito
ba'saʔ ʔaŋ ma'ŋa 'ʔaso,ba'saʔ ʔaŋ ma'ŋa 'ʔaso
kaʔi'laŋan moŋ pumun'ta naŋ maɡʔi'sa,kaʔi'laŋan moŋ pumun'ta naŋ maɡʔi'sa
ʔa'ko ʔaj bumi'bilaŋ haŋ'ɡaŋ sam'puʔ,ʔa'ko ʔaj buˌmi'bilaŋ haŋ'ɡaŋ sam'puʔ
naki'ta ko ʔaŋ hina'hanap ko,na'kita ko ʔaŋ hina'hanap ko
nami'mis ko na si'a,nami'mis ko na si'a
pa'ʔano ko maʔaʔala'man,pa'ʔano ko maʔaʔa'laman
nataŋ'ɡap ko ʔaŋ ɾe'ɡalo 'paɾa sa 'ʔakiŋ kaʔaɾa'wan,nataŋ'ɡap ko ʔaŋ ɾe'ɡalo 'paɾa sa 'ʔakiŋ kaʔaɾa'wan
'pwede moŋ ka'ʔinin ʔaŋ natiti'ɾaŋ 'paj,'pwede 'moŋ ka'ʔinin ʔaŋ natiti'ɾaŋ 'paj
ɡu'misiŋ ka'jo,ɡu'misiŋ ka'jo
natatak'pan naŋ 'putik ʔaŋ 'ʔaso mu'la 'ʔulo haŋ'ɡaŋ pa'ʔa,natatak'pan naŋ 'putik ʔaŋ 'ʔaso mu'la 'ʔulo haŋ'ɡaŋ pa'ʔa
si 'tom ʔaj kumin'dat kaj 'meɾi,si 'tom ʔaj kumin'dat kaj 'meɾi
pipindu'tin mo 'lamaŋ i'toŋ bu'tones,pipindu'tin mo 'lamaŋ i'toŋ bu'tones
ʔa'noŋ 'lajon naŋ ʔistak'maɾket,ʔa'noŋ la'jon naŋ ʔistak'maɾket
ma'suŋit si'a,ma'suŋit si'a
sa'ʔan ʔaŋ bili'han,sa'ʔan ʔaŋ bili'han
mana'tili sa 'bahaj,mana'tili sa 'bahaj
hin'diŋhin'diʔ ko na si'a maki'kita mu'liʔ,hin'diŋhin'diʔ ko na si'a maki'kita mu'liʔ
majɾo'ʔon pa 'baŋ ʔi'baŋ ta'kot,majɾo'ʔon pa 'baŋ ʔi'baŋ ta'kot
naʔuʔu'haw ka'jo,naʔu'ʔuhaw ka'jo
ɡus'to ko naŋ man'sanas,'ɡusto ko naŋ man'sanas
ʔi'saŋ kama'lasan ʔaŋ naŋ'jaɾi sa kan'ja,ʔi'saŋ kama'lasan ʔaŋ naŋ'jaɾi sa kan'ja
tata'waɡan ko si'a mama'jaʔ,tatawa'ɡan ko si'a mama'jaʔ
ʔa'noŋ si'nabi ni 'tom tuŋ'kol sa 'ʔakin,ʔa'noŋ si'nabi ni 'tom tuŋ'kol sa 'ʔakin
'finiks ʔaŋ kabi'seɾa naŋ ʔaɾi'zona,'finiks ʔaŋ kabi'seɾa naŋ ʔaɾi'zona
ma'lapit na si'aŋ ɡuma'liŋ,ma'lapit na si'aŋ ɡuma'liŋ
'kulaŋ ʔaŋ taŋ'kad ni'a 'ʔupaŋ maʔa'bot ʔaŋ 'kisame,'kulaŋ ʔaŋ taŋ'kad ni'a 'ʔupaŋ maʔa'bot ʔaŋ 'kisame
ɡano'ʔoŋ kaʔi'nit ʔaŋ 't͡ʃa na di ko maʔi'nom,ɡano'ʔoŋ ka'ʔinit ʔaŋ 't͡ʃa na diʔ ko maʔi'nom
diʔ si'a 'taʔo,diʔ si'a 'taʔo
sa toto'ʔo 'laŋ kapa'tid ko si'a,sa toto'ʔo 'laŋ kapa'tid ko si'a
ʔa'no ʔu'liʔ,ʔa'no ʔu'liʔ
ɡa'win mo na ʔi'an ʔa'ɡad,ɡa'win mo na ʔi'an ʔa'ɡad
maɡaɡa'waʔ 'natin ʔaŋ ano'maŋ maɡaɡa'waʔ ni'la,maɡaɡa'waʔ 'natin ʔaŋ ʔano'maŋ maɡaɡa'waʔ ni'la
kababa'lik ko la'maŋ 'ɡaliŋ sa ˌpaʔaɾa'lan,kababa'lik ko 'lamaŋ 'ɡaliŋ sa ˌpaʔaɾa'lan
sa ʔiŋɡla'teɾa ʔaŋ 'lejboɾ 'daj ʔaj ɡinaɡa'nap tu'iŋ 'majo,sa ʔiŋɡla'teɾa ʔaŋ 'laboɾ 'daj ʔaj ɡinaɡa'nap tu'iŋ 'majo
natu'tuwaʔ ʔa'ko sa lit'ɾato,natutu'aʔ ʔa'ko sa lit'ɾato
paɡka'tapos naŋ ʔalmu'sal naɡla'kad ka'mi,paɡka'tapos naŋ ʔalmu'sal naɡ'lakad ka'mi
hin'diʔ ʔa'ko makapaɡ'ʔipon 'dahil wa'laʔ ʔa'koŋ tɾa'baho,hin'diʔ ʔa'ko makapaɡʔi'pon 'dahil wa'laʔ ʔa'koŋ tɾa'baho
wa'laŋ nakati'ɾa sa 'bahaj na ʔi'to,wa'laŋ nakati'ɾa sa 'bahaj na ʔi'to
hin'diʔ ni'a kaʔi'laŋan pu'masok sa baɡ'jo,hin'diʔ ni'a kaʔi'laŋan pu'masok sa baɡ'jo
maʔa'ʔaɾiʔ ʔa'koŋ mama'taj bu'kas,maʔa'ʔaɾiʔ ʔa'koŋ mama'taj 'bukas
'ɡusto ko ʔaŋ la'hat naŋ ʔi'to,'ɡusto ko ʔaŋ la'hat naŋ ʔi'to
nakati'ɾa si'a sa po'ʔok naŋ ʔesku'ela,nakati'ɾa si'a sa po'ʔok naŋ ʔesku'ela
sa 'mismoŋ mi'nutoŋ ʔi'on tumuɡ'toɡ ʔaŋ kan'jaŋ 'selpon,sa 'mismoŋ mi'nutoŋ ʔi'on tumuɡ'toɡ ʔaŋ ka'njaŋ 'selpon
nan'dito 'ɾin si 'tom,nan'dito 'ɾin si 'tom
tu'mawa ʔa'ko,tu'mawa ʔa'ko
sinulja'pan ni 'tom ʔaŋ ɾe'lo ni'a,sinul'japan ni 'tom ʔaŋ ɾe'lo ni'a
ma'tapaŋ ʔaŋ 'lasa naŋ ma'ŋa 'sukaʔ,ma'tapaŋ ʔaŋ 'lasa naŋ ma'ŋa 'sukaʔ
